
SET IDENTITY_INSERT [dbo].[Building] ON 

INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture], [BuildingCode]) VALUES (1, N'An Lạc', N'Nằm giữa một khu vườn yên tĩnh với những hàng cây xanh mát, An Lạc mang đến một không gian thanh bình và ấm cúng. Thiết kế kiến trúc hiện đại với những đường nét đơn giản, kết hợp hài hòa với thiên nhiên xung quanh.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AL')
INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture],[BuildingCode]) VALUES (2, N'An Viên', N'An Viên mang đậm nét kiến trúc truyền thống với những mái ngói cong và những chi tiết chạm khắc tinh xảo. Không gian bên trong được bài trí trang trọng và ấm cúng, gợi nhớ về những giá trị văn hóa sâu sắc.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AV')
SET IDENTITY_INSERT [dbo].[Building] OFF


INSERT INTO [dbo].[Floor] (BuildingID, FloorName, FloorDescription, FloorCode)
VALUES 
-- An Lạc Building (ID 1)
(1, N'Tầng 1', N'Mô tả tầng 1' , N'AL-F1'),
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8277, 83, N'417', N'Available', NULL, NULL, NULL, N'AV-F4-A3-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8278, 83, N'418', N'Available', NULL, NULL, NULL, N'AV-F4-A3-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8279, 83, N'419', N'Available', NULL, NULL, NULL, N'AV-F4-A3-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8280, 83, N'420', N'Available', NULL, NULL, NULL, N'AV-F4-A3-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8281, 83, N'501', N'Available', NULL, NULL, NULL, N'AV-F4-A3-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8282, 83, N'502', N'Available', NULL, NULL, NULL, N'AV-F4-A3-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8283, 83, N'503', N'Available', NULL, NULL, NULL, N'AV-F4-A3-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8284, 83, N'504', N'Available', NULL, NULL, NULL, N'AV-F4-A3-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8285, 83, N'505', N'Available', NULL, NULL, NULL, N'AV-F4-A3-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8286, 83, N'506', N'Available', NULL, NULL, NULL, N'AV-F4-A3-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8287, 83, N'507', N'Available', NULL, NULL, NULL, N'AV-F4-A3-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8288, 83, N'508', N'Available', NULL, NULL, NULL, N'AV-F4-A3-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8289, 83, N'509', N'Available', NULL, NULL, NULL, N'AV-F4-A3-509')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8290, 83, N'510', N'Available', NULL, NULL, NULL, N'AV-F4-A3-510')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8291, 83, N'511', N'Available', NULL, NULL, NULL, N'AV-F4-A3-511')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8292, 83, N'512', N'Available', NULL, NULL, NULL, N'AV-F4-A3-512')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8293, 83, N'513', N'Available', NULL, NULL, NULL, N'AV-F4-A3-513')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8294, 83, N'514', N'Available', NULL, NULL, NULL, N'AV-F4-A3-514')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8295, 83, N'515', N'Available', NULL, NULL, NULL, N'AV-F4-A3-515')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8296, 83, N'516', N'Available', NULL, NULL, NULL, N'AV-F4-A3-516')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8297, 83, N'517', N'Available', NULL, NULL, NULL, N'AV-F4-A3-517')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8298, 83, N'518', N'Available', NULL, NULL, NULL, N'AV-F4-A3-518')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8299, 83, N'519', N'Available', NULL, NULL, NULL, N'AV-F4-A3-519')
GO
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8300, 83, N'520', N'Available', NULL, NULL, NULL, N'AV-F4-A3-520')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8301, 84, N'101', N'Available', NULL, NULL, NULL, N'AV-F4-A4-101')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8302, 84, N'102', N'Available', NULL, NULL, NULL, N'AV-F4-A4-102')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8303, 84, N'103', N'Available', NULL, NULL, NULL, N'AV-F4-A4-103')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8304, 84, N'104', N'Available', NULL, NULL, NULL, N'AV-F4-A4-104')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8305, 84, N'105', N'Available', NULL, NULL, NULL, N'AV-F4-A4-105')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8306, 84, N'106', N'Available', NULL, NULL, NULL, N'AV-F4-A4-106')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8307, 84, N'107', N'Available', NULL, NULL, NULL, N'AV-F4-A4-107')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8308, 84, N'108', N'Available', NULL, NULL, NULL, N'AV-F4-A4-108')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8309, 84, N'109', N'Available', NULL, NULL, NULL, N'AV-F4-A4-109')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8310, 84, N'110', N'Available', NULL, NULL, NULL, N'AV-F4-A4-110')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8311, 84, N'111', N'Available', NULL, NULL, NULL, N'AV-F4-A4-111')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8312, 84, N'112', N'Available', NULL, NULL, NULL, N'AV-F4-A4-112')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8313, 84, N'113', N'Available', NULL, NULL, NULL, N'AV-F4-A4-113')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8314, 84, N'114', N'Available', NULL, NULL, NULL, N'AV-F4-A4-114')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8315, 84, N'115', N'Available', NULL, NULL, NULL, N'AV-F4-A4-115')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8316, 84, N'116', N'Available', NULL, NULL, NULL, N'AV-F4-A4-116')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8317, 84, N'117', N'Available', NULL, NULL, NULL, N'AV-F4-A4-117')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8318, 84, N'118', N'Available', NULL, NULL, NULL, N'AV-F4-A4-118')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8319, 84, N'119', N'Available', NULL, NULL, NULL, N'AV-F4-A4-119')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8320, 84, N'120', N'Available', NULL, NULL, NULL, N'AV-F4-A4-120')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8321, 84, N'201', N'Available', NULL, NULL, NULL, N'AV-F4-A4-201')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8322, 84, N'202', N'Available', NULL, NULL, NULL, N'AV-F4-A4-202')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8323, 84, N'203', N'Available', NULL, NULL, NULL, N'AV-F4-A4-203')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8324, 84, N'204', N'Available', NULL, NULL, NULL, N'AV-F4-A4-204')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8325, 84, N'205', N'Available', NULL, NULL, NULL, N'AV-F4-A4-205')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8326, 84, N'206', N'Available', NULL, NULL, NULL, N'AV-F4-A4-206')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8327, 84, N'207', N'Available', NULL, NULL, NULL, N'AV-F4-A4-207')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8328, 84, N'208', N'Available', NULL, NULL, NULL, N'AV-F4-A4-208')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8329, 84, N'209', N'Available', NULL, NULL, NULL, N'AV-F4-A4-209')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8330, 84, N'210', N'Available', NULL, NULL, NULL, N'AV-F4-A4-210')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8331, 84, N'211', N'Available', NULL, NULL, NULL, N'AV-F4-A4-211')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8332, 84, N'212', N'Available', NULL, NULL, NULL, N'AV-F4-A4-212')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8333, 84, N'213', N'Available', NULL, NULL, NULL, N'AV-F4-A4-213')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8334, 84, N'214', N'Available', NULL, NULL, NULL, N'AV-F4-A4-214')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8335, 84, N'215', N'Available', NULL, NULL, NULL, N'AV-F4-A4-215')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8336, 84, N'216', N'Available', NULL, NULL, NULL, N'AV-F4-A4-216')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8337, 84, N'217', N'Available', NULL, NULL, NULL, N'AV-F4-A4-217')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8338, 84, N'218', N'Available', NULL, NULL, NULL, N'AV-F4-A4-218')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8339, 84, N'219', N'Available', NULL, NULL, NULL, N'AV-F4-A4-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8340, 84, N'220', N'Available', NULL, NULL, NULL, N'AV-F4-A4-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8341, 84, N'301', N'Available', NULL, NULL, NULL, N'AV-F4-A4-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8342, 84, N'302', N'Available', NULL, NULL, NULL, N'AV-F4-A4-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8343, 84, N'303', N'Available', NULL, NULL, NULL, N'AV-F4-A4-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8344, 84, N'304', N'Available', NULL, NULL, NULL, N'AV-F4-A4-304')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8345, 84, N'305', N'Available', NULL, NULL, NULL, N'AV-F4-A4-305')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8346, 84, N'306', N'Available', NULL, NULL, NULL, N'AV-F4-A4-306')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8347, 84, N'307', N'Available', NULL, NULL, NULL, N'AV-F4-A4-307')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8348, 84, N'308', N'Available', NULL, NULL, NULL, N'AV-F4-A4-308')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8349, 84, N'309', N'Available', NULL, NULL, NULL, N'AV-F4-A4-309')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8350, 84, N'310', N'Available', NULL, NULL, NULL, N'AV-F4-A4-310')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8351, 84, N'311', N'Available', NULL, NULL, NULL, N'AV-F4-A4-311')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8352, 84, N'312', N'Available', NULL, NULL, NULL, N'AV-F4-A4-312')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8353, 84, N'313', N'Available', NULL, NULL, NULL, N'AV-F4-A4-313')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8354, 84, N'314', N'Available', NULL, NULL, NULL, N'AV-F4-A4-314')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8355, 84, N'315', N'Available', NULL, NULL, NULL, N'AV-F4-A4-315')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8356, 84, N'316', N'Available', NULL, NULL, NULL, N'AV-F4-A4-316')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8357, 84, N'317', N'Available', NULL, NULL, NULL, N'AV-F4-A4-317')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8358, 84, N'318', N'Available', NULL, NULL, NULL, N'AV-F4-A4-318')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8359, 84, N'319', N'Available', NULL, NULL, NULL, N'AV-F4-A4-319')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8360, 84, N'320', N'Available', NULL, NULL, NULL, N'AV-F4-A4-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8361, 84, N'401', N'Available', NULL, NULL, NULL, N'AV-F4-A4-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8362, 84, N'402', N'Available', NULL, NULL, NULL, N'AV-F4-A4-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8363, 84, N'403', N'Available', NULL, NULL, NULL, N'AV-F4-A4-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8364, 84, N'404', N'Available', NULL, NULL, NULL, N'AV-F4-A4-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8365, 84, N'405', N'Available', NULL, NULL, NULL, N'AV-F4-A4-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8366, 84, N'406', N'Available', NULL, NULL, NULL, N'AV-F4-A4-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8367, 84, N'407', N'Available', NULL, NULL, NULL, N'AV-F4-A4-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8368, 84, N'408', N'Available', NULL, NULL, NULL, N'AV-F4-A4-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8369, 84, N'409', N'Available', NULL, NULL, NULL, N'AV-F4-A4-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8370, 84, N'410', N'Available', NULL, NULL, NULL, N'AV-F4-A4-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8371, 84, N'411', N'Available', NULL, NULL, NULL, N'AV-F4-A4-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8372, 84, N'412', N'Available', NULL, NULL, NULL, N'AV-F4-A4-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8373, 84, N'413', N'Available', NULL, NULL, NULL, N'AV-F4-A4-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8374, 84, N'414', N'Available', NULL, NULL, NULL, N'AV-F4-A4-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8375, 84, N'415', N'Available', NULL, NULL, NULL, N'AV-F4-A4-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8376, 84, N'416', N'Available', NULL, NULL, NULL, N'AV-F4-A4-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8377, 84, N'417', N'Available', NULL, NULL, NULL, N'AV-F4-A4-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8378, 84, N'418', N'Available', NULL, NULL, NULL, N'AV-F4-A4-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8379, 84, N'419', N'Available', NULL, NULL, NULL, N'AV-F4-A4-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8380, 84, N'420', N'Available', NULL, NULL, NULL, N'AV-F4-A4-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8381, 84, N'501', N'Available', NULL, NULL, NULL, N'AV-F4-A4-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8382, 84, N'502', N'Available', NULL, NULL, NULL, N'AV-F4-A4-502')
